game_id,bet_date,market_line,model_line,edge,home_team,away_team,home_score,away_score,actual_total,market_total,model_total,total_error,ou_win,ortg_r10_sum,pace_est_r10_sum,efg_r10_mean,ts_r10_mean,ftr_r10_mean,tov_pct_r10_mean,orb_pct_r10_mean,ortg_r30_sum,pace_est_r30_sum,efg_r30_mean,ts_r30_mean,ftr_r30_mean,tov_pct_r30_mean,orb_pct_r30_mean,rest_sum
18447285,2026-01-01,218.5,210.6,-7.877372360537322,BKN,HOU,96,120,216.0,218.5,210.6,5.400000000000006,False,231.31524372588422,199.108,0.5670521716706407,0.599033601717581,0.2511055570751291,0.16395601870025883,0.31234711070430343,230.1354514296924,200.23599999999996,0.5479689515672905,0.586211539144474,0.2850087261987046,0.15065753922861774,0.3122269567291812,6
18447280,2025-12-31,256.5,255.5,-0.9887863898454156,CHI,NOP,134,118,252.0,256.5,255.5,-3.5,False,224.1188499395812,207.976,0.5234180271510708,0.5630407786152434,0.30488368837113305,0.12795826689050455,0.2719909604817835,226.99211480176444,208.95733333333334,0.5434491097334067,0.5814191077051092,0.27583745544414007,0.1275942260965942,0.2428454961573676,4
18447276,2025-12-31,257.5,257.6,0.1069595150300983,CHA,GSW,125,132,257.0,257.5,257.6,-0.6000000000000227,False,238.9043075194644,209.392,0.5679610706408106,0.6010996175873424,0.25129879391041754,0.12844936142975472,0.2854162223390593,223.8679319690981,205.76000000000002,0.5385653542936165,0.5747020834370276,0.24579883102891145,0.14067608175937096,0.2674027764492224,4
18447277,2025-12-31,224.5,223.7,-0.7946779206142196,ATL,MIN,126,102,228.0,224.5,223.7,4.300000000000011,True,227.1238751089402,212.576,0.5482440615525284,0.5809431127303015,0.27213281931275657,0.11751129434900034,0.2213385057440126,226.82699209103228,210.08266666666663,0.5497094875485108,0.5846556742907829,0.2763863981221954,0.13157490504927594,0.2388712368077056,4
18447278,2025-12-31,226.5,235.9,9.374610203667658,IND,ORL,110,112,222.0,226.5,235.9,-13.900000000000006,False,212.86952145978094,201.696,0.5043216027803921,0.5422716459682109,0.2756147158971332,0.13242513344992365,0.2470035517328953,220.50832965645145,204.46666666666667,0.5229412735948444,0.5590921421899562,0.269192391497157,0.12341335532309915,0.24205797032890594,4
18447279,2025-12-31,246.5,246.2,-0.3192627307924169,CLE,PHX,129,113,242.0,246.5,246.2,-4.199999999999989,False,237.02187813642757,205.32800000000003,0.574803758074995,0.6073507609596291,0.2291943325953294,0.1434289586725936,0.28532153577753644,225.63447062973438,204.13066666666668,0.538402161054053,0.5709336158919562,0.22250487518267714,0.1323258387370333,0.2718601964919115,4
18447283,2025-12-31,229.5,225.2,-4.279826340808711,MIL,WAS,113,114,227.0,229.5,225.2,1.8000000000000114,False,216.88048134642173,201.712,0.5167064735795207,0.5534376289401886,0.25220909458236473,0.1340446218240384,0.2465552445216532,221.7872334006728,200.43466666666663,0.5447561350525156,0.5761655041066733,0.25428939576331155,0.1418717945009369,0.23869988485195204,4
18447281,2025-12-31,258.5,253.6,-4.939301690389044,SAS,NYK,134,132,266.0,258.5,253.6,12.400000000000006,True,239.931986050288,202.60000000000002,0.550326227551295,0.5829041110555465,0.23900658041063805,0.11316076081724039,0.314197168223764,240.81217102324052,201.55466666666663,0.561814226952831,0.595805356636287,0.2680046163326688,0.12321307618422,0.2977825539028398,4
18447282,2025-12-31,210.5,197.6,-12.861351331162496,TOR,DEN,103,106,209.0,210.5,197.6,11.400000000000006,False,234.56834551885976,207.28,0.5686353027659548,0.6059543151787822,0.23085099590569325,0.1388077095029365,0.2493086661253101,231.20767265529872,203.40000000000003,0.5648397789629052,0.5958156513256598,0.23353723970154894,0.1363324866628124,0.2541315027632153,4
18447284,2025-12-31,225.5,224.5,-1.038511100629762,OKC,POR,124,95,219.0,225.5,224.5,-5.5,False,224.30445099816902,201.416,0.5479665477835731,0.5809783609982202,0.2711551227322495,0.14770585415819484,0.27859136182099253,227.824506878742,205.22666666666666,0.553118129038588,0.5912980197739576,0.3030592037768154,0.13846119120360983,0.24442889027391365,4
18447275,2025-12-30,220.5,210.5,-10.005895513888843,LAC,SAC,131,90,221.0,220.5,210.5,10.5,True,235.46752580930266,195.07999999999998,0.5626674392780822,0.6072481676080244,0.31905267093150436,0.13517363200399624,0.2467957178920721,221.13417493003055,201.29333333333338,0.5317877539254119,0.5742263083872395,0.2871880410645924,0.14017791269529645,0.2401540627632987,4
18447274,2025-12-30,236.5,234.9,-1.627262255959721,LAL,DET,106,128,234.0,236.5,234.9,-0.9000000000000057,False,224.4254622944283,198.776,0.5329296139807904,0.5641249079816382,0.28578519207465447,0.14356215224589486,0.3247625622083826,230.4411765697059,203.59200000000004,0.5462703760343903,0.5852705745544171,0.314322501623414,0.1399152203594305,0.298292610293972,4
18447273,2025-12-30,253.5,251.6,-1.942818942521228,UTA,BOS,119,129,248.0,253.5,251.6,-3.5999999999999943,False,229.5758249532816,208.232,0.5526074140975525,0.5943412816485512,0.29855368640200863,0.1363602613855306,0.24927955514606304,238.54855184676157,204.20266666666672,0.5696857405968143,0.6054083582256979,0.2779909549342096,0.1262034655554103,0.26325898656608815,5
18447272,2025-12-30,278.5,264.4,-14.07228808845457,MEM,PHI,136,139,275.0,278.5,264.4,10.600000000000023,False,221.18722316261366,206.976,0.5232222997753596,0.5709849994589689,0.31963272673965515,0.14074391811103854,0.25692734661106514,222.64901474074412,208.49599999999998,0.52962990709185,0.5706951094372026,0.2680839939254175,0.1383838031289809,0.2616357947601443,4
18447266,2025-12-29,238.5,243.4,4.939995707219111,CHI,MIN,101,136,237.0,238.5,243.4,-6.400000000000006,False,227.49137340680227,204.16000000000003,0.5408455102312355,0.5758653139011076,0.2921852786624827,0.1276565443811625,0.2631443510015863,229.0085052889638,207.91466666666668,0.5547376732547553,0.5901731249624178,0.2870178233983295,0.13465884759493604,0.24776260638100234,4
18447261,2025-12-29,239.5,238.7,-0.7965248431246152,CHA,MIL,113,123,236.0,239.5,238.7,-2.6999999999999886,False,220.61100227809268,201.50400000000002,0.5454795707545728,0.579415200200627,0.25916280798242086,0.15050036512837867,0.23934323060154805,223.4995613109556,202.96666666666664,0.553529376812138,0.5863027714593556,0.25627384981014,0.1447917435327129,0.2372085062530115,5
18447262,2025-12-29,220.5,204.9,-15.59028726541581,WAS,PHX,101,115,216.0,220.5,204.9,11.099999999999994,False,223.54085629349214,203.42000000000002,0.5347622786974788,0.5688657470702603,0.2386069482924642,0.13646941566451232,0.2699324369427403,222.52496310679868,205.59199999999998,0.5414287122669821,0.5741784402582624,0.24310412487566974,0.14685661860551968,0.26694257334826466,3
18447263,2025-12-29,231.5,232.8,1.3267521794526829,BKN,GSW,107,120,227.0,231.5,232.8,-5.800000000000011,False,223.8333045794148,204.152,0.5484632319459737,0.5851675301992707,0.24730314211123275,0.1548405152297484,0.264529627623878,220.92583154235024,202.5870804597701,0.5359626469571812,0.5764367729832236,0.27480189212649797,0.15163595325122114,0.2543563282631051,3
18447264,2025-12-29,271.5,270.9,-0.6111776327468874,MIA,DEN,147,123,270.0,271.5,270.9,-0.8999999999999773,False,231.36093028466613,207.22799999999998,0.5591687314204467,0.5951988250855917,0.27277040692854937,0.1233373613130746,0.22325772673475658,235.8237560573306,207.904,0.5653937977657777,0.604073623321078,0.28396525778459014,0.12545168058096445,0.24550910609893128,4
18447265,2025-12-29,219.5,216.4,-3.0847719712578225,TOR,ORL,107,106,213.0,219.5,216.4,-3.4000000000000057,False,215.33493782324945,203.024,0.5150711186471959,0.5471162467947162,0.23205447208647645,0.13287185077881206,0.25475165585704374,225.731495547599,203.99333333333334,0.5377342982114801,0.576395617912794,0.282334846364975,0.13305602139437475,0.2619981811227963,3
18447267,2025-12-29,240.5,241.1,0.6365324011125608,HOU,IND,126,119,245.0,240.5,241.1,3.9000000000000057,True,225.3188638018379,200.42000000000002,0.5426599126236387,0.5756606197955761,0.24295359070212355,0.14920605309309704,0.29693804605027696,226.67104939883217,202.9079540229885,0.5300648107606872,0.5691468543230003,0.28309361454170046,0.14091682404046454,0.3126352116014805,4
18447268,2025-12-29,256.5,264.4,7.8895537212935665,NOP,NYK,125,130,255.0,256.5,264.4,-9.399999999999977,False,233.7669084640719,205.40800000000002,0.5459157421544187,0.5839157735330713,0.2807828619280437,0.1283935363433274,0.2925776732996991,232.75053524749657,203.7173333333333,0.5454478132374672,0.5823022789404193,0.2697267687741512,0.12970420959188467,0.2885191604604055,4
18447269,2025-12-29,275.5,273.9,-1.621955822385928,OKC,ATL,140,129,269.0,275.5,273.9,-4.899999999999977,False,234.5290935661759,207.61200000000002,0.568716070036936,0.6026179374726202,0.23151627381651255,0.12297743532905009,0.23327332254193694,233.6679720137929,205.95733333333334,0.5712625008758352,0.6055316201343801,0.2513491959945181,0.1259143415667404,0.2229930003368779,3
18447270,2025-12-29,217.5,240.5,22.978563425937462,SAS,CLE,101,113,214.0,217.5,240.5,-26.5,False,234.49554789169784,207.164,0.5529639392009269,0.5874122169213563,0.2462698271888453,0.12279799787401499,0.27461092540394383,232.77890159830397,205.60266666666666,0.552259533971518,0.5889355295334971,0.2709615462917039,0.12854440623217767,0.26918678391966067,4
18447271,2025-12-29,252.5,265.7,13.239569188909286,POR,DAL,125,122,247.0,252.5,265.7,-18.69999999999999,False,220.08684667214106,209.92000000000002,0.5425320632651685,0.5775415509293704,0.2868548514206639,0.1559804523623321,0.26473991884886405,219.13672394500787,209.6693333333333,0.5260937133220767,0.5653174304530206,0.29556268954265597,0.14759140711654883,0.26886876153920397,3
18447260,2025-12-28,228.5,223.6,-4.872563451362936,LAL,SAC,125,101,226.0,228.5,223.6,2.4000000000000057,False,221.7253109118771,202.17200000000003,0.5284787012760555,0.5646544488577376,0.2925585228964091,0.13814690944624894,0.268610814237433,224.74224992916197,203.81885057471266,0.5458772378307759,0.5842608778072795,0.3036520092120564,0.13877155418710524,0.24044565762080783,4
18447259,2025-12-28,215.5,211.6,-3.916671616704576,LAC,DET,112,99,211.0,215.5,211.6,-0.5999999999999943,False,230.27326285255782,201.976,0.5491596405772614,0.5879471279875295,0.30660378041074876,0.13858441502080265,0.28743689680884776,228.44165145305118,202.764,0.5499726508247318,0.5902439204920009,0.30265412500614974,0.14648385983319478,0.2763270691394017,4
18447258,2025-12-28,221.5,210.3,-11.199030115852937,POR,BOS,114,108,222.0,221.5,210.3,11.699999999999989,True,232.09150514388807,202.06,0.5580431048882786,0.5953657319013279,0.28438086303979254,0.14382548649423404,0.28843668917508003,230.55146596280463,203.02133333333336,0.5426677850886691,0.5786729887432775,0.2674924130916302,0.13547435319196205,0.30061775416354114,4
18447257,2025-12-28,231.5,229.3,-2.167273775397831,WAS,MEM,116,112,228.0,231.5,229.3,-1.3000000000000114,False,226.1515504547612,206.216,0.5459792825245839,0.5810026732315156,0.2735533898078738,0.13608853486204858,0.2524480738339977,219.8511083308261,207.82285057471267,0.532559748525636,0.5677046249022002,0.2562414992245577,0.1414024251068822,0.2491042427652381,4
18447256,2025-12-28,234.5,231.4,-3.1499277147490545,OKC,PHI,129,104,233.0,234.5,231.4,1.5999999999999943,False,230.34381544762053,201.172,0.5354950340081899,0.5768606401888315,0.25815204130009833,0.11250278695049215,0.24860391104779514,231.0563442077132,205.5095632183908,0.5462529704416716,0.588802018799913,0.27815449499078826,0.12368036697224646,0.24627974610833892,5
18447255,2025-12-28,268.5,264.5,-3.9577303803779382,TOR,GSW,141,127,268.0,268.5,264.5,3.5,False,217.13766955557523,201.56799999999998,0.5287433661563172,0.5593423677862265,0.20754819838762195,0.1484515515335782,0.26579918489246745,223.0507549290459,203.53199999999998,0.5415819896193301,0.5770362041981192,0.2534432851333826,0.14320591657156426,0.2536856919754872,5
18447250,2025-12-27,261.5,260.5,-0.9747554523987104,MIA,IND,142,116,258.0,261.5,260.5,-2.5,False,214.81687786434034,202.448,0.5099194578610347,0.5484019460304717,0.2658249281026362,0.1225873429588312,0.2198640704159754,218.80681535846884,208.30133333333333,0.5192759185722869,0.5592395344619328,0.2807262854976418,0.12787874180488815,0.23686376781391266,2
18447246,2025-12-27,222.5,215.7,-6.818238533275888,SAC,DAL,113,107,220.0,222.5,215.7,4.300000000000011,False,222.53516746038068,208.048,0.5356317067593004,0.5697918559983535,0.271296107675292,0.13097452420071176,0.251512372421532,217.2070183091308,208.812,0.5281032850240559,0.5641966145424724,0.27917614998589696,0.13489871912635026,0.2260152684690775,6
18447247,2025-12-27,248.5,285.9,37.39982038500216,ORL,DEN,127,126,253.0,248.5,285.9,-32.89999999999998,True,231.6100807078248,206.596,0.5601240413274666,0.5936831442392754,0.26780447599674995,0.11792148553233635,0.2204754742154969,237.00274246963633,204.75466666666668,0.5630534775328306,0.6048864935949221,0.3051349594914672,0.12917980942449456,0.26483152030288426,3
18447248,2025-12-27,231.5,233.4,1.876857979939388,NOP,PHX,114,123,237.0,231.5,233.4,3.5999999999999943,True,224.4737335408194,206.888,0.5332366691683623,0.5725268462602415,0.26455045173131253,0.12765266416212895,0.2527901641899418,224.52897329644824,204.7306666666667,0.5351193901176844,0.5730634697917346,0.26490349136892993,0.14016230551192327,0.2771901564514535,2
18447249,2025-12-27,253.5,247.3,-6.189745501156779,ATL,NYK,125,128,253.0,253.5,247.3,5.699999999999989,False,232.78268578095032,206.976,0.5640136127043965,0.594756698359716,0.2368449284238159,0.13782212895662124,0.2698342151907005,234.29990774842088,204.44133333333332,0.5640682078738761,0.5955869242028398,0.24550611685172605,0.13320158478587885,0.2678742460124771,3
18447251,2025-12-27,213.5,203.6,-9.927930036751974,CHI,MIL,103,112,215.0,213.5,203.6,11.400000000000006,True,222.23597434483406,202.25599999999997,0.5525707994883094,0.5855194211220802,0.26236110023126424,0.14927191763494352,0.2323700611100879,225.12873718980143,205.54666666666662,0.5634395820768472,0.5925788567032626,0.25598939037115703,0.14212079594096574,0.21991139575649934,2
18447252,2025-12-27,212.5,211.6,-0.8944131847757433,HOU,CLE,117,100,217.0,212.5,211.6,5.400000000000006,True,233.28786778997693,205.49599999999998,0.5596308572966628,0.5937365644363831,0.2380996662011043,0.14509675768906835,0.31086931308217947,234.86871962993706,205.0521904761905,0.5511673400149404,0.5873006586802578,0.27138371681283835,0.13806887941964485,0.32225150098792155,4
18447253,2025-12-27,229.5,226.3,-3.2468941993886347,MIN,BKN,107,123,230.0,229.5,226.3,3.6999999999999886,True,222.46165502482404,203.368,0.5408163811342201,0.5781332823938488,0.2887006733111259,0.1448620867322541,0.2505063411291807,225.20142195391998,202.8943809523809,0.5437831568803232,0.5828110980661096,0.30041160944762324,0.14196622965027406,0.25278939130825306,6
18447254,2025-12-27,246.5,242.4,-4.1250971187469645,SAS,UTA,114,127,241.0,246.5,242.4,-1.4000000000000057,False,235.1302423357202,209.836,0.554937318747213,0.593440349851089,0.2977524086130465,0.12291944383031869,0.2539628431718969,230.74480831959494,208.29066666666665,0.5484092245018846,0.5904832656522876,0.30216294458130577,0.1394163213795055,0.27289572485610647,3
18447245,2025-12-26,220.5,210.7,-9.792788794996568,POR,LAC,103,119,222.0,220.5,210.7,11.300000000000011,True,220.56670635406334,204.26,0.5381596735338974,0.582915170961597,0.3212452752599151,0.15921697630886936,0.25625743282129376,223.199699140273,204.93429885057475,0.5353695638009687,0.5799343563128476,0.3013792893295061,0.15253370093004914,0.271146378896404,6
18447244,2025-12-26,261.5,253.4,-8.149303108154498,UTA,DET,131,129,260.0,261.5,253.4,6.599999999999994,False,229.0369929785777,211.52800000000002,0.5337965820111809,0.5736194074000565,0.32194895627035114,0.1284698870307293,0.29431693049562035,227.35394433951086,210.32914942528737,0.5379441964593725,0.5785820344679333,0.3132142496768817,0.14311583584393456,0.29604735282716466,6
18447243,2025-12-26,241.5,246.3,4.760626515041707,NOP,PHX,108,115,223.0,241.5,246.3,-23.30000000000001,False,226.8629795557908,207.93599999999998,0.5409549020224647,0.5813557691705566,0.25922479912305124,0.12747087709648325,0.24318044048447346,224.82138147529955,204.6936551724138,0.5356909526934199,0.5737347635963184,0.2613825707174295,0.1400377876538459,0.27625876424450996,6
18447242,2025-12-26,233.5,236.5,2.9878647666216693,MEM,MIL,125,104,229.0,233.5,236.5,-7.5,False,223.0863720130596,203.41200000000003,0.5622538989100518,0.5933239670110733,0.26129016731058224,0.15558101703539984,0.23295953407306724,222.66652456467347,204.93066666666664,0.5522468102485181,0.5838764235826127,0.25716147869129324,0.1416763928050146,0.2255588606645637,6
18447241,2025-12-26,218.5,213.1,-5.354515348524785,CHI,PHI,109,102,211.0,218.5,213.1,-2.0999999999999943,False,225.5713110438357,207.90800000000002,0.5288709930029328,0.5707154042976981,0.2801706820006835,0.1294559112836285,0.2645797958978299,226.1502035849911,208.95374384236453,0.5398361704255223,0.5795987484774701,0.27746289182851375,0.13482623372550107,0.25582398864663564,6
18447240,2025-12-26,255.5,255.8,0.2856283144064377,IND,BOS,122,140,262.0,255.5,255.8,6.199999999999989,True,230.49594916427282,196.55599999999998,0.5457664315471427,0.5824530895594155,0.25944683471434127,0.12197927262860536,0.25669657007113816,224.9893852052133,200.64947126436778,0.5268392932774885,0.5627624224227321,0.25377198863303907,0.12115226251279404,0.26593554034991906,7
18447239,2025-12-26,259.5,259.0,-0.4698686740379685,WAS,TOR,138,117,255.0,259.5,259.0,-4.0,False,217.32644804869977,200.06799999999998,0.5233755762854949,0.5525266834270419,0.2220806847301197,0.1401667747443698,0.2718508299933073,220.072784784073,204.7041904761905,0.5379915570718367,0.5690415375874414,0.2488104603396723,0.14151079822772755,0.2471787244549845,6
18447238,2025-12-26,225.5,221.6,-3.852752590698543,ORL,CHA,105,120,225.0,225.5,221.6,3.4000000000000057,False,219.57286979008327,207.52799999999996,0.5313447958166956,0.5651525427050883,0.25734723142030325,0.13510315299790632,0.2487599186923679,225.47777107057937,206.48533333333336,0.5356068799465628,0.5786943826014797,0.2975655585696668,0.1397249603617131,0.2723380674375855,6
18447237,2025-12-26,238.5,238.5,0.0364917868224097,ATL,MIA,111,126,237.0,238.5,238.5,-1.5,False,219.71511996024554,208.244,0.533313198129288,0.5661156068273763,0.23556916395215133,0.13059812972018492,0.22784735189456776,226.02765225112444,210.43866666666668,0.5517707041190836,0.5857987255618502,0.26123324862949243,0.13246421353780696,0.22929534549069508,6
18447232,2025-12-25,245.5,244.8,-0.7167813447606477,NYK,CLE,126,124,250.0,245.5,244.8,5.199999999999989,True,237.66181726779377,204.43200000000002,0.558201449411338,0.5917911519213399,0.2479282837640276,0.1245508721832756,0.29448896604441643,235.36257716566627,204.53066666666672,0.5540212971215563,0.5884986385409983,0.2602468972603828,0.12850928923716354,0.2884242117354706,4
18447234,2025-12-25,240.5,244.6,4.051170655683563,GSW,DAL,126,116,242.0,240.5,244.6,-2.5999999999999943,True,227.10774844257824,205.668,0.5518643539653616,0.582872865876074,0.23253161840222963,0.13676611671665845,0.26211161426410895,220.49884524423948,207.42133333333334,0.5367170867590837,0.5750167250537928,0.27621981869843404,0.1463939132672119,0.2442647529093263,5
18447233,2025-12-25,220.5,218.0,-2.490671186379956,OKC,SAS,102,117,219.0,220.5,218.0,1.0,False,237.8562954627218,205.36,0.571236903333626,0.6043610271208999,0.2561101617292592,0.12046908922579685,0.2422204050188453,236.749464631511,204.79066666666665,0.567819697021742,0.6066726535807618,0.2814571376975664,0.12547079079293394,0.2450149322928569,4
18447236,2025-12-25,258.5,261.0,2.477149552899675,DEN,MIN,142,138,280.0,258.5,261.0,19.0,True,237.81614928070854,204.724,0.5717562682300426,0.6070429869833889,0.2958201262299506,0.11578906512065004,0.2253589792631102,239.53619731010767,203.78468965517246,0.5770394004947244,0.614298317296933,0.2989179376403205,0.12996357005125075,0.25739887961960795,4
18447235,2025-12-25,213.5,197.7,-15.842184541046834,LAL,HOU,96,119,215.0,213.5,197.7,17.30000000000001,True,232.80747239885812,201.07599999999996,0.5536482762420425,0.5919425929359303,0.3021152760589718,0.14793869978630064,0.3120558127463353,236.63932650269112,201.56968253968256,0.5631016124286718,0.6027336980962804,0.3168737459942921,0.14727834886883134,0.3144947479365587,4
18447225,2025-12-23,218.5,214.0,-4.464867840425228,MIN,NYK,115,104,219.0,218.5,214.0,5.0,True,239.70438640011065,200.096,0.5653271038221408,0.599761258365535,0.29026458604361854,0.12550939756875534,0.2859186083949157,236.68141197711293,202.488275862069,0.5613207258418879,0.5970266048668733,0.2861977485347228,0.13247122651612636,0.2832892315698386,4
18447218,2025-12-23,236.5,235.9,-0.638644361046687,CHA,WAS,126,109,235.0,236.5,235.9,-0.9000000000000057,False,218.10976929337897,205.61200000000002,0.5283589186416933,0.5625076712928996,0.25285651687996996,0.14146275100437336,0.2564897111105218,219.6602794575221,207.42758620689656,0.5354870471336546,0.5711113739954414,0.25792278730813023,0.14765847131923254,0.25713399087356403,3
18447219,2025-12-23,220.5,213.5,-6.987105472022876,PHI,BKN,106,114,220.0,220.5,213.5,6.5,False,221.60915598010544,203.308,0.5284937486101944,0.568596654070125,0.2576198350010295,0.13814493620654125,0.2542552962124311,222.2151635843798,203.46222222222224,0.5290869394902802,0.5709576080930636,0.28425381417653955,0.1404317335347322,0.2591111670932603,5
18447220,2025-12-23,249.5,250.6,1.1162877172577057,ATL,CHI,123,126,249.0,249.5,250.6,-1.5999999999999943,False,224.6912645921363,210.72799999999998,0.5502710445244996,0.5821924802267435,0.2384216466442063,0.1401357099500396,0.2482773823115511,227.38920923927662,209.4333333333333,0.5577267556248747,0.5912664227066322,0.2572844107109491,0.13674467894847864,0.23454615819308436,4
18447221,2025-12-23,260.5,260.9,0.4050571622046277,CLE,NOP,141,118,259.0,260.5,260.9,-1.8999999999999773,False,233.4692715315378,209.772,0.5455722352151353,0.5869703436563822,0.26290689207720763,0.11482949206384245,0.2547376540379558,226.259880038851,207.2666666666667,0.5335858231099089,0.572208305746674,0.27552445424637284,0.12948038608807186,0.265914016270526,2
18447222,2025-12-23,204.5,190.5,-13.97410365036052,IND,MIL,94,111,205.0,204.5,190.5,14.5,True,220.85499147016247,196.584,0.5440833515933978,0.5787187326927357,0.25992615465127694,0.13829915093747705,0.2146357069390562,219.12097067712708,203.51862068965514,0.5367480860927261,0.5701597255825803,0.2649606857078508,0.13514795794679402,0.2207482692486596,3
