PLAYER_NAME,TEAM_ABBREVIATION,METRIC_RAW,MIN_PER_GAME
Luke Kornet,BOS,3.4,15.603174603174603
Neemias Queta,BOS,1.5,11.892857142857142
Oshae Brissett,BOS,-1.8,11.454545454545455
Payton Pritchard,BOS,1.0,22.25609756097561
Sam Hauser,BOS,1.2,22.037974683544302
Svi Mykhailiuk,BOS,-1.8,10.073170731707316
Xavier Tillman Sr.,BOS,0.0,13.7
Ben Simmons,BRK,2.4,23.933333333333334
Cam Thomas,BRK,-1.2,31.439393939393938
Cameron Johnson,BRK,0.4,27.56896551724138
Day'Ron Sharpe,BRK,0.0,15.098360655737705
Dennis Schröder,BRK,-1.9,31.96551724137931
Dennis Smith Jr.,BRK,-0.8,18.910714285714285
Dorian Finney-Smith,BRK,-2.0,28.441176470588236
Jalen Wilson,BRK,-2.9,15.44186046511628
Lonnie Walker IV,BRK,-1.4,17.43103448275862
Mikal Bridges,BRK,-0.4,34.80487804878049
Nic Claxton,BRK,1.2,29.802816901408452
Noah Clowney,BRK,-0.7,16.08695652173913
Royce O'Neale,BRK,-0.7,24.53061224489796
Spencer Dinwiddie,BRK,-1.3,30.708333333333332
Trendon Watford,BRK,-0.5,13.587301587301587
Alex Caruso,CHI,2.5,28.732394366197184
Andre Drummond,CHI,0.1,17.10126582278481
Ayo Dosunmu,CHI,-0.8,29.105263157894736
Coby White,CHI,-0.7,36.46835443037975
Dalen Terry,CHI,-2.3,11.542372881355933
DeMar DeRozan,CHI,1.8,37.835443037974684
Javonte Green,CHI,2.0,25.555555555555557
Jevon Carter,CHI,-4.0,13.944444444444445
Julian Phillips,CHI,-5.3,8.075
Nikola Vučević,CHI,0.1,34.3421052631579
Onuralp Bitim,CHI,-7.4,11.652173913043478
Patrick Williams,CHI,-2.3,27.302325581395348
Torrey Craig,CHI,-2.0,19.79245283018868
Zach LaVine,CHI,0.1,34.88
Aleksej Pokusevski,CHO,-0.5,19.166666666666668
Brandon Miller,CHO,-2.6,32.2027027027027
Bryce McGowens,CHO,-4.9,14.94915254237288
Cody Martin,CHO,-3.5,26.892857142857142
Dāvis Bertāns,CHO,-2.3,20.821428571428573
Gordon Hayward,CHO,-1.8,31.92
Grant Williams,CHO,-1.5,30.620689655172413
Ish Smith,CHO,-6.8,17.232558139534884
JT Thor,CHO,-4.5,12.396825396825397
LaMelo Ball,CHO,3.3,32.31818181818182
Leaky Black,CHO,-2.4,10.923076923076923
Mark Williams,CHO,0.8,26.736842105263158
Miles Bridges,CHO,-1.1,37.405797101449274
Nathan Mensah,CHO,-8.8,12.28
Nick Richards,CHO,-2.3,26.253731343283583
Nick Smith Jr.,CHO,-5.9,14.294117647058824
P.J. Washington,CHO,-2.8,29.227272727272727
Terry Rozier,CHO,2.3,35.5
Théo Maledon,CHO,-9.5,15.384615384615385
Tre Mann,CHO,-1.5,31.0
Vasilije Micić,CHO,-4.4,27.166666666666668
Caris LeVert,CLE,0.2,28.794117647058822
Craig Porter Jr.,CLE,0.5,12.72549019607843
Damian Jones,CLE,-0.5,6.923076923076923
Darius Garland,CLE,-1.0,33.35087719298246
Dean Wade,CLE,0.1,20.51851851851852
Donovan Mitchell,CLE,5.8,35.30909090909091
Evan Mobley,CLE,2.9,30.64
Georges Niang,CLE,-2.9,22.329268292682926
Isaac Okoro,CLE,-1.1,27.347826086956523
Jarrett Allen,CLE,3.0,31.714285714285715
Max Strus,CLE,-0.6,31.985714285714284
Sam Merrill,CLE,0.5,17.524590163934427
Tristan Thompson,CLE,-1.4,11.204081632653061
A.J. Lawson,DAL,-4.6,7.404761904761905
Daniel Gafford,DAL,5.9,21.482758620689655
Dante Exum,DAL,-0.6,19.78181818181818
Dereck Lively II,DAL,0.5,23.527272727272727
Derrick Jones Jr.,DAL,-1.5,23.460526315789473
Dwight Powell,DAL,-0.3,13.26984126984127
Grant Williams,DAL,-3.4,26.425531914893618
Jaden Hardy,DAL,-4.1,13.547945205479452
Josh Green,DAL,-2.7,26.403508771929825
Kyrie Irving,DAL,4.9,35.0
Luka Dončić,DAL,9.9,37.48571428571429
Markieff Morris,DAL,-5.3,8.307692307692308
Maxi Kleber,DAL,-1.3,20.25581395348837
Olivier-Maxence Prosper,DAL,-2.9,8.4
P.J. Washington,DAL,-1.2,32.241379310344826
Richaun Holmes,DAL,-3.0,10.304347826086957
Seth Curry,DAL,-4.0,12.694444444444445
Tim Hardaway Jr.,DAL,-2.9,26.835443037974684
Aaron Gordon,DEN,1.3,31.465753424657535
Christian Braun,DEN,-1.9,20.182926829268293
Collin Gillespie,DEN,-2.7,9.375
DeAndre Jordan,DEN,-1.7,11.0
Jamal Murray,DEN,4.1,31.54237288135593
Julian Strawther,DEN,-6.0,10.9
Justin Holiday,DEN,-1.6,14.862068965517242
Kentavious Caldwell-Pope,DEN,-1.4,31.605263157894736
Michael Porter Jr.,DEN,0.1,31.666666666666668
Nikola Jokić,DEN,13.2,34.64556962025316
Peyton Watson,DEN,-2.2,18.6
Reggie Jackson,DEN,-3.2,22.158536585365855
Zeke Nnaji,DEN,-3.7,9.931034482758621
Alec Burks,DET,-0.4,20.953488372093023
Ausar Thompson,DET,-2.2,25.126984126984127
Bojan Bogdanović,DET,-2.1,32.892857142857146
Cade Cunningham,DET,0.3,33.45161290322581
Chimezie Metu,DET,-1.3,29.357142857142858
Evan Fournier,DET,-3.8,18.655172413793103
Isaiah Livers,DET,-6.5,20.391304347826086
Isaiah Stewart,DET,-2.3,30.934782608695652
Jaden Ivey,DET,-3.1,28.792207792207794
Jalen Duren,DET,-0.1,29.131147540983605
James Wiseman,DET,-3.5,17.317460317460316
Jared Rhoden,DET,-2.5,14.411764705882353
Kevin Knox,DET,-4.6,18.06451612903226
Killian Hayes,DET,-2.7,24.0
Malachi Flynn,DET,-1.3,14.25
Marcus Sasser,DET,-2.6,19.028169014084508
Marvin Bagley III,DET,-1.2,18.384615384615383
Simone Fontecchio,DET,0.6,30.25
Stanley Umude,DET,-1.6,12.791666666666666
Tosan Evbuomwan,DET,-2.2,22.53846153846154
Troy Brown Jr.,DET,-5.5,18.954545454545453
Andrew Wiggins,GSW,-2.5,27.04225352112676
Brandin Podziemski,GSW,-0.1,26.594594594594593
Chris Paul,GSW,1.0,26.396551724137932
Cory Joseph,GSW,-4.7,11.384615384615385
Dario Šarić,GSW,1.0,17.15625
Draymond Green,GSW,2.4,27.09090909090909
Gary Payton II,GSW,0.9,15.454545454545455
Jonathan Kuminga,GSW,-0.4,26.33783783783784
Kevon Looney,GSW,0.6,16.14864864864865
Klay Thompson,GSW,-0.4,29.662337662337663
Lester Quiñones,GSW,-3.3,10.64864864864865
Moses Moody,GSW,-0.1,17.515151515151516
Stephen Curry,GSW,5.2,32.71621621621622
Trayce Jackson-Davis,GSW,2.8,16.61764705882353
Aaron Holiday,HOU,-1.5,16.26923076923077
Alperen Şengün,HOU,4.9,32.476190476190474
Amen Thompson,HOU,1.8,22.387096774193548
Cam Whitmore,HOU,0.1,18.72340425531915
Dillon Brooks,HOU,-3.6,30.930555555555557
Fred VanVleet,HOU,3.4,36.76712328767123
Jabari Smith Jr.,HOU,-0.4,31.894736842105264
Jae'Sean Tate,HOU,-2.3,15.861538461538462
Jalen Green,HOU,-0.5,31.71951219512195
Jeff Green,HOU,-2.1,16.756410256410255
Jock Landale,HOU,-0.1,13.625
Reggie Bullock,HOU,-2.4,9.477272727272727
Tari Eason,HOU,1.6,21.818181818181817
Aaron Nesmith,IND,-0.5,27.708333333333332
Andrew Nembhard,IND,-2.2,24.955882352941178
Ben Sheppard,IND,-3.4,14.280701754385966
Bennedict Mathurin,IND,-3.4,26.06779661016949
Bruce Brown,IND,-2.3,29.727272727272727
Buddy Hield,IND,0.2,25.692307692307693
Doug McDermott,IND,-5.1,11.333333333333334
Isaiah Jackson,IND,1.7,13.067796610169491
Jalen Smith,IND,2.4,17.16393442622951
Jarace Walker,IND,0.2,10.303030303030303
Myles Turner,IND,0.9,26.961038961038962
Obi Toppin,IND,1.5,21.097560975609756
Pascal Siakam,IND,2.5,31.78048780487805
T.J. McConnell,IND,3.0,18.183098591549296
Tyrese Haliburton,IND,6.9,32.231884057971016
Amir Coffey,LAC,-2.2,20.857142857142858
Bones Hyland,LAC,-3.6,14.594594594594595
Brandon Boston Jr.,LAC,-9.0,10.78125
Daniel Theis,LAC,-1.5,17.06779661016949
Ivica Zubac,LAC,0.8,26.38235294117647
James Harden,LAC,4.1,34.30555555555556
Kawhi Leonard,LAC,5.5,34.26470588235294
Kobe Brown,LAC,-3.8,8.954545454545455
Mason Plumlee,LAC,-0.8,14.652173913043478
Norman Powell,LAC,-0.8,26.18421052631579
P.J. Tucker,LAC,-3.5,15.0
Paul George,LAC,3.2,33.810810810810814
Russell Westbrook,LAC,0.5,22.485294117647058
Terance Mann,LAC,-1.5,24.973333333333333
Anthony Davis,LAL,5.1,35.526315789473685
Austin Reaves,LAL,0.4,32.0609756097561
Cam Reddish,LAL,-3.2,20.5
Christian Wood,LAL,-2.8,17.44
D'Angelo Russell,LAL,0.9,32.68421052631579
Gabe Vincent,LAL,-6.5,19.818181818181817
Jarred Vanderbilt,LAL,-1.6,20.03448275862069
Jaxson Hayes,LAL,-1.9,12.528571428571428
LeBron James,LAL,6.5,35.267605633802816
Max Christie,LAL,-3.6,14.08955223880597
Rui Hachimura,LAL,-0.9,26.852941176470587
Spencer Dinwiddie,LAL,-3.2,24.214285714285715
Taurean Prince,LAL,-2.8,27.025641025641026
Bismack Biyombo,MEM,-3.2,23.933333333333334
David Roddy,MEM,-5.0,23.208333333333332
Derrick Rose,MEM,-2.8,16.625
Desmond Bane,MEM,2.8,34.357142857142854
GG Jackson II,MEM,-2.0,25.6875
Ja Morant,MEM,3.1,35.333333333333336
Jacob Gilyard,MEM,-1.3,17.675675675675677
Jake LaRavia,MEM,-2.5,23.02857142857143
Jaren Jackson Jr.,MEM,0.4,32.18181818181818
John Konchar,MEM,-0.4,21.327272727272728
Jordan Goodwin,MEM,-1.2,29.235294117647058
Lamar Stevens,MEM,-2.3,23.0
Luke Kennard,MEM,-0.3,25.615384615384617
Marcus Smart,MEM,-2.4,30.25
Santi Aldama,MEM,-0.2,26.524590163934427
Scotty Pippen Jr.,MEM,1.3,25.095238095238095
Trey Jemison,MEM,-5.1,24.869565217391305
Vince Williams Jr.,MEM,-0.7,27.615384615384617
Xavier Tillman Sr.,MEM,-1.7,20.58823529411765
Ziaire Williams,MEM,-4.5,20.352941176470587
Bam Adebayo,MIA,2.4,34.028169014084504
Caleb Martin,MIA,-2.0,27.4375
Delon Wright,MIA,0.3,20.428571428571427
Duncan Robinson,MIA,-0.9,28.014705882352942
Haywood Highsmith,MIA,-0.7,20.696969696969695
Jaime Jaquez Jr.,MIA,-1.9,28.173333333333332
Jamal Cain,MIA,-2.3,9.961538461538462
Jimmy Butler,MIA,4.6,34.03333333333333
Josh Richardson,MIA,-1.3,25.651162790697676
Kevin Love,MIA,3.6,16.8
Kyle Lowry,MIA,-0.8,28.027027027027028
Nikola Jović,MIA,0.3,19.47826086956522
Orlando Robinson,MIA,-1.1,8.444444444444445
Patty Mills,MIA,-5.3,16.384615384615383
Terry Rozier,MIA,0.7,31.451612903225808
Thomas Bryant,MIA,-0.4,11.605263157894736
Tyler Herro,MIA,0.8,33.5
A.J. Green,MIL,-2.1,10.964285714285714
Andre Jackson Jr.,MIL,-3.6,10.035087719298245
Bobby Portis,MIL,-0.8,24.48780487804878
Brook Lopez,MIL,1.0,30.518987341772153
Cameron Payne,MIL,-1.5,14.936170212765957
Damian Lillard,MIL,2.1,35.32876712328767
Giannis Antetokounmpo,MIL,9.0,35.16438356164384
Jae Crowder,MIL,-2.6,23.12
Khris Middleton,MIL,1.1,27.036363636363635
Malik Beasley,MIL,-1.8,29.582278481012658
MarJon Beauchamp,MIL,-3.2,12.666666666666666
Pat Connaughton,MIL,-1.6,22.05263157894737
Patrick Beverley,MIL,-0.4,20.884615384615383
Anthony Edwards,MIN,3.3,35.063291139240505
Jaden McDaniels,MIN,-2.6,29.23611111111111
Jordan McLaughlin,MIN,4.2,11.178571428571429
Karl-Anthony Towns,MIN,2.5,32.67741935483871
Kyle Anderson,MIN,1.1,22.556962025316455
Mike Conley,MIN,3.4,28.855263157894736
Monte Morris,MIN,2.0,15.11111111111111
Naz Reid,MIN,1.5,24.246913580246915
Nickeil Alexander-Walker,MIN,0.2,23.426829268292682
Rudy Gobert,MIN,1.8,34.11842105263158
Shake Milton,MIN,-4.2,12.921052631578947
Troy Brown Jr.,MIN,0.4,11.08108108108108
Brandon Ingram,NOP,1.2,32.859375
CJ McCollum,NOP,3.1,32.71212121212121
Cody Zeller,NOP,-2.6,7.441860465116279
Dyson Daniels,NOP,0.6,22.262295081967213
Herbert Jones,NOP,0.6,30.539473684210527
Jeremiah Robinson-Earl,NOP,-2.2,8.564102564102564
Jonas Valančiūnas,NOP,1.2,23.475609756097562
Jordan Hawkins,NOP,-3.1,17.313432835820894
Jose Alvarado,NOP,-0.1,18.357142857142858
Larry Nance Jr.,NOP,2.0,19.934426229508198
Matt Ryan,NOP,-2.7,13.928571428571429
Naji Marshall,NOP,-0.7,19.045454545454547
Trey Murphy III,NOP,2.5,29.649122807017545
Zion Williamson,NOP,3.8,31.52857142857143
Alec Burks,NYK,-7.8,13.521739130434783
Bojan Bogdanović,NYK,-4.9,19.20689655172414
Donte DiVincenzo,NYK,3.4,29.135802469135804
Immanuel Quickley,NYK,2.5,24.0
Isaiah Hartenstein,NYK,3.5,25.28
Jalen Brunson,NYK,5.8,35.4025974025974
Jericho Sims,NYK,-1.8,13.0
Josh Hart,NYK,0.0,33.41975308641975
Julius Randle,NYK,1.9,35.43478260869565
Miles McBride,NYK,-0.1,19.529411764705884
Mitchell Robinson,NYK,0.0,24.774193548387096
OG Anunoby,NYK,0.6,34.869565217391305
Precious Achiuwa,NYK,-1.4,24.224489795918366
Quentin Grimes,NYK,-1.5,20.22222222222222
RJ Barrett,NYK,-2.0,29.46153846153846
Aaron Wiggins,OKC,0.7,15.743589743589743
Cason Wallace,OKC,0.1,20.634146341463413
Chet Holmgren,OKC,3.4,29.426829268292682
Gordon Hayward,OKC,-2.6,17.192307692307693
Isaiah Joe,OKC,0.9,18.525641025641026
Jalen Williams,OKC,2.3,31.309859154929576
Jaylin Williams,OKC,1.1,13.0
Josh Giddey,OKC,1.5,25.1375
Kenrich Williams,OKC,-0.8,14.91304347826087
Lindy Waters III,OKC,1.9,7.368421052631579
Luguentz Dort,OKC,-1.6,28.430379746835442
Ousmane Dieng,OKC,-3.0,11.06060606060606
Shai Gilgeous-Alexander,OKC,9.0,34.04
Vasilije Micić,OKC,-5.3,12.033333333333333
Anthony Black,ORL,-3.0,16.869565217391305
Caleb Houstan,ORL,-1.9,13.813559322033898
Chuma Okeke,ORL,-3.4,9.191489361702128
Cole Anthony,ORL,0.1,22.432098765432098
Franz Wagner,ORL,1.2,32.458333333333336
Gary Harris,ORL,-1.2,24.01851851851852
Goga Bitadze,ORL,2.1,15.435483870967742
Jalen Suggs,ORL,1.0,27.0
Joe Ingles,ORL,-0.5,17.191176470588236
Jonathan Isaac,ORL,3.8,15.758620689655173
Markelle Fultz,ORL,-1.4,21.162790697674417
Moritz Wagner,ORL,2.0,17.6875
Paolo Banchero,ORL,1.3,34.9875
Wendell Carter Jr.,ORL,0.9,25.563636363636363
Buddy Hield,PHI,0.8,25.75
Cameron Payne,PHI,-0.7,19.419354838709676
Danuel House Jr.,PHI,-4.0,14.970588235294118
De'Anthony Melton,PHI,0.5,26.92105263157895
Furkan Korkmaz,PHI,-2.7,8.571428571428571
Jaden Springer,PHI,-3.4,11.78125
Joel Embiid,PHI,11.6,33.56410256410256
KJ Martin,PHI,-4.0,12.327586206896552
Kelly Oubre Jr.,PHI,-2.3,30.220588235294116
Kyle Lowry,PHI,-1.3,28.391304347826086
Marcus Morris,PHI,-3.4,17.216216216216218
Mo Bamba,PHI,-1.0,12.982456140350877
Nicolas Batum,PHI,-0.5,25.87719298245614
Patrick Beverley,PHI,-1.5,19.5531914893617
Paul Reed,PHI,0.4,19.390243902439025
Ricky Council IV,PHI,1.3,9.03125
Robert Covington,PHI,2.2,16.115384615384617
Tobias Harris,PHI,0.9,33.82857142857143
Tyrese Maxey,PHI,3.1,37.51428571428571
Bol Bol,PHO,2.1,10.906976744186046
Bradley Beal,PHO,0.4,33.339622641509436
Chimezie Metu,PHO,-1.3,12.108108108108109
Devin Booker,PHO,3.0,35.98529411764706
Drew Eubanks,PHO,-1.2,15.586666666666666
Eric Gordon,PHO,-1.7,27.83823529411765
Grayson Allen,PHO,1.3,33.50666666666667
Jordan Goodwin,PHO,-0.9,13.95
Josh Okogie,PHO,-0.5,16.0
Jusuf Nurkić,PHO,1.1,27.342105263157894
Keita Bates-Diop,PHO,-1.2,15.307692307692308
Kevin Durant,PHO,4.0,37.21333333333333
Nassir Little,PHO,-3.0,10.177777777777777
Royce O'Neale,PHO,1.3,25.066666666666666
Yuta Watanabe,PHO,-6.0,13.172413793103448
Anfernee Simons,POR,0.2,34.391304347826086
Ashton Hagans,POR,-3.5,16.63157894736842
Dalano Banton,POR,-0.8,29.2
Deandre Ayton,POR,0.3,32.43636363636364
Duop Reath,POR,-0.9,17.852941176470587
Ibou Badji,POR,-5.8,10.272727272727273
Jabari Walker,POR,-3.3,23.61111111111111
Jerami Grant,POR,-0.1,33.888888888888886
Justin Minaya,POR,-5.6,11.205882352941176
Kris Murray,POR,-3.6,21.741935483870968
Malcolm Brogdon,POR,2.0,28.743589743589745
Matisse Thybulle,POR,0.6,22.876923076923077
Moses Brown,POR,-6.5,9.090909090909092
Rayan Rupert,POR,-6.7,16.23076923076923
Scoot Henderson,POR,-5.8,28.467741935483872
Shaedon Sharpe,POR,-2.8,33.09375
Skylar Mays,POR,-2.3,16.952380952380953
Toumani Camara,POR,-3.1,24.84285714285714
Alex Len,SAC,0.2,9.25
Chris Duarte,SAC,-3.4,12.186440677966102
Davion Mitchell,SAC,-3.4,15.291666666666666
De'Aaron Fox,SAC,2.7,35.932432432432435
Domantas Sabonis,SAC,6.5,35.707317073170735
Harrison Barnes,SAC,-1.8,29.036585365853657
JaVale McGee,SAC,-1.3,7.369565217391305
Keegan Murray,SAC,-0.9,33.61038961038961
Keon Ellis,SAC,1.2,17.157894736842106
Kessler Edwards,SAC,-1.5,5.092592592592593
Kevin Huerter,SAC,-0.8,24.40625
Malik Monk,SAC,0.6,26.0
Sasha Vezenkov,SAC,-0.9,12.166666666666666
Trey Lyles,SAC,-1.1,19.96551724137931
Blake Wesley,SAS,-4.0,14.360655737704919
Cedi Osman,SAS,-2.1,17.625
Charles Bassey,SAS,1.3,10.789473684210526
Devin Vassell,SAS,0.0,33.05882352941177
Devonte' Graham,SAS,-3.9,13.608695652173912
Dominick Barlow,SAS,-1.7,12.727272727272727
Doug McDermott,SAS,-2.9,15.217391304347826
Jeremy Sochan,SAS,-3.4,29.635135135135137
Julian Champagnie,SAS,-1.9,19.83783783783784
Keldon Johnson,SAS,-1.7,29.536231884057973
Malaki Branham,SAS,-5.6,21.253333333333334
Sandro Mamukelashvili,SAS,-0.5,9.804347826086957
Tre Jones,SAS,-0.4,27.766233766233768
Victor Wembanyama,SAS,5.2,29.661971830985916
Zach Collins,SAS,-2.0,22.115942028985508
Bruce Brown,TOR,-4.5,26.029411764705884
Chris Boucher,TOR,-1.7,14.1
Dennis Schröder,TOR,-1.8,30.568627450980394
Garrett Temple,TOR,-4.7,10.703703703703704
Gary Trent Jr.,TOR,-2.6,28.08450704225352
Gradey Dick,TOR,-5.4,21.133333333333333
Immanuel Quickley,TOR,0.6,33.28947368421053
Jakob Poeltl,TOR,0.7,26.38
Jalen McDaniels,TOR,-9.0,10.76
Javon Freeman-Liberty,TOR,-5.2,18.318181818181817
Jontay Porter,TOR,1.7,13.846153846153847
Jordan Nwora,TOR,-2.0,15.558823529411764
Kelly Olynyk,TOR,0.7,26.428571428571427
Malachi Flynn,TOR,-2.7,15.290322580645162
OG Anunoby,TOR,-1.6,33.333333333333336
Ochai Agbaji,TOR,-6.5,23.62962962962963
Pascal Siakam,TOR,1.4,34.717948717948715
Precious Achiuwa,TOR,-1.6,17.48
RJ Barrett,TOR,0.1,33.5
Scottie Barnes,TOR,3.7,34.9
Thaddeus Young,TOR,0.6,15.217391304347826
Brice Sensabaugh,UTA,-5.5,18.25
Collin Sexton,UTA,1.9,26.602564102564102
John Collins,UTA,-0.9,27.955882352941178
Johnny Juzang,UTA,-3.7,18.6
Jordan Clarkson,UTA,-4.5,30.581818181818182
Kelly Olynyk,UTA,2.6,20.38
Keyonte George,UTA,-4.4,26.973333333333333
Kris Dunn,UTA,-0.1,18.924242424242426
Lauri Markkanen,UTA,3.6,33.09090909090909
Luka Šamanić,UTA,-7.8,9.395348837209303
Ochai Agbaji,UTA,-3.0,19.666666666666668
Omer Yurtseven,UTA,-3.0,11.354166666666666
Simone Fontecchio,UTA,-1.6,23.2
Talen Horton-Tucker,UTA,-1.2,19.784313725490197
Taylor Hendricks,UTA,-1.6,21.4
Walker Kessler,UTA,0.9,23.328125
Anthony Gill,WAS,-4.1,9.32
Bilal Coulibaly,WAS,-4.2,27.22222222222222
Corey Kispert,WAS,-2.1,25.8375
Daniel Gafford,WAS,0.9,26.488888888888887
Danilo Gallinari,WAS,-2.6,14.807692307692308
Delon Wright,WAS,0.5,13.818181818181818
Deni Avdija,WAS,-0.9,30.093333333333334
Eugene Omoruyi,WAS,-2.3,9.13953488372093
Jared Butler,WAS,-2.1,14.15
Johnny Davis,WAS,-6.6,12.26
Jordan Poole,WAS,-3.9,30.076923076923077
Justin Champagnie,WAS,-1.8,15.666666666666666
Kyle Kuzma,WAS,-1.1,32.58571428571429
Landry Shamet,WAS,-4.0,15.782608695652174
Marvin Bagley III,WAS,0.3,23.958333333333332
Mike Muscala,WAS,-6.2,14.083333333333334
Patrick Baldwin Jr.,WAS,-4.6,12.973684210526315
Richaun Holmes,WAS,-3.4,18.705882352941178
Tyus Jones,WAS,0.7,29.28787878787879
