season,game_id,date_utc,home_team_id,away_team_id,higher_team_id,winner_team_id,higher_is_home,winner_is_home,rating_gap,snapshot_as_of_utc
2025,16968290,2024-12-17T00:00:00Z,DET,MIA,MIA,DET,0,1,1.8098045928257558,2024-12-17T00:00:00Z
2025,17195500,2024-12-18T01:30:00Z,OKC,MIL,OKC,MIL,1,0,2.7829621307227486,2024-12-18T00:00:00Z
2025,15907797,2024-12-20T00:00:00Z,DET,UTA,DET,UTA,1,0,3.7814294416311407,2024-12-20T00:00:00Z
2025,15907800,2024-12-20T00:30:00Z,BOS,CHI,BOS,CHI,1,0,5.887339404677386,2024-12-20T00:00:00Z
2025,15907801,2024-12-20T00:30:00Z,TOR,BKN,TOR,BKN,1,0,0.3919840439664637,2024-12-20T00:00:00Z
2025,15907803,2024-12-20T01:00:00Z,MEM,GSW,GSW,MEM,0,1,1.8517321491752463,2024-12-20T00:00:00Z
2025,15907804,2024-12-20T02:30:00Z,MIN,NYK,MIN,NYK,1,0,1.5636289750029153,2024-12-20T00:00:00Z
2025,15907807,2024-12-20T01:00:00Z,SAS,ATL,ATL,SAS,0,1,1.2775808322748279,2024-12-20T00:00:00Z
2025,15907808,2024-12-20T03:00:00Z,POR,DEN,DEN,POR,0,1,6.951368714627531,2024-12-20T00:00:00Z
2025,15907814,2024-12-22T00:00:00Z,ORL,MIA,MIA,ORL,0,1,0.39090513823351936,2024-12-22T00:00:00Z
2025,15907815,2024-12-22T00:30:00Z,ATL,MEM,ATL,MEM,1,0,0.7950968681271835,2024-12-22T00:00:00Z
2025,15907816,2024-12-22T00:30:00Z,BKN,UTA,BKN,UTA,1,0,1.1317622061482737,2024-12-22T00:00:00Z
2025,15907820,2024-12-22T01:00:00Z,MIN,GSW,MIN,GSW,1,0,3.0712151703428408,2024-12-22T00:00:00Z
2025,15907822,2024-12-22T01:30:00Z,DAL,LAC,LAC,DAL,0,1,4.7621621283323865,2024-12-22T00:00:00Z
2025,15907830,2024-12-24T00:00:00Z,ORL,BOS,BOS,ORL,0,1,5.105672313329673,2024-12-24T00:00:00Z
2025,15907831,2024-12-24T00:00:00Z,PHI,SAS,SAS,PHI,0,1,3.903823930430323,2024-12-24T00:00:00Z
2025,15907832,2024-12-24T00:30:00Z,ATL,MIN,MIN,ATL,0,1,3.9791023285048497,2024-12-24T00:00:00Z
2025,15907841,2024-12-24T03:30:00Z,LAL,DET,LAL,DET,1,0,3.7824187413669508,2024-12-24T00:00:00Z
2025,15907844,2024-12-25T22:00:00Z,BOS,PHI,BOS,PHI,1,0,11.442277781334512,2024-12-25T00:00:00Z
2025,15907846,2024-12-26T03:30:00Z,PHX,DEN,DEN,PHX,0,1,7.112151773538958,2024-12-26T00:00:00Z
2025,15907850,2024-12-27T00:30:00Z,ATL,CHI,CHI,ATL,0,1,0.15763381935362858,2024-12-27T00:00:00Z
2025,15907852,2024-12-27T01:00:00Z,MIL,BKN,MIL,BKN,1,0,6.782800942258942,2024-12-27T00:00:00Z
2025,15907864,2024-12-28T20:00:00Z,ATL,MIA,MIA,ATL,0,1,1.5731302857411882,2024-12-28T00:00:00Z
2025,15907867,2024-12-29T01:00:00Z,CHI,MIL,MIL,CHI,0,1,3.6918769345989104,2024-12-29T00:00:00Z
2025,15907870,2024-12-29T02:30:00Z,UTA,PHI,UTA,PHI,1,0,1.0030493007622008,2024-12-29T00:00:00Z
2025,15907871,2024-12-29T03:00:00Z,POR,DAL,DAL,POR,0,1,0.03186669928609431,2024-12-29T00:00:00Z
2025,15907874,2024-12-29T23:00:00Z,BOS,IND,BOS,IND,1,0,1.751012957075054,2024-12-29T00:00:00Z
2025,15907884,2024-12-31T03:00:00Z,POR,PHI,POR,PHI,1,0,3.144429568089043,2024-12-31T00:00:00Z
2025,15907887,2024-12-31T20:00:00Z,IND,MIL,IND,MIL,1,0,0.4796590391403659,2024-12-31T00:00:00Z
2025,15907888,2025-01-01T00:00:00Z,SAS,LAC,LAC,SAS,0,1,4.624795052691683,2025-01-01T00:00:00Z
2025,15907892,2025-01-02T00:00:00Z,DET,ORL,ORL,DET,0,1,0.8320187427115248,2025-01-02T00:00:00Z
2025,15907893,2025-01-02T00:00:00Z,WAS,CHI,CHI,WAS,0,1,5.837675643881678,2025-01-02T00:00:00Z
2025,15907902,2025-01-03T01:00:00Z,MIL,BKN,MIL,BKN,1,0,6.764975630315983,2025-01-03T00:00:00Z
2025,15907909,2025-01-04T01:00:00Z,NOP,WAS,WAS,NOP,0,1,1.5289510229376742,2025-01-04T00:00:00Z
2025,15907912,2025-01-04T02:00:00Z,DEN,SAS,DEN,SAS,1,0,6.472641785577924,2025-01-04T00:00:00Z
2025,15907913,2025-01-04T03:00:00Z,SAC,MEM,MEM,SAC,0,1,0.09211683575067231,2025-01-04T00:00:00Z
2025,15907915,2025-01-04T23:00:00Z,BKN,PHI,BKN,PHI,1,0,2.2496356453781217,2025-01-04T00:00:00Z
2025,15907916,2025-01-05T00:00:00Z,DET,MIN,MIN,DET,0,1,3.7138351780027987,2025-01-05T00:00:00Z
2025,15907918,2025-01-05T01:00:00Z,MIA,UTA,MIA,UTA,1,0,5.473134541357403,2025-01-05T00:00:00Z
2025,15907919,2025-01-05T01:00:00Z,CHI,NYK,NYK,CHI,0,1,2.365747158184962,2025-01-05T00:00:00Z
2025,15907920,2025-01-05T01:00:00Z,MIL,POR,MIL,POR,1,0,5.608595254842138,2025-01-05T00:00:00Z
2025,15907926,2025-01-05T23:00:00Z,WAS,NOP,WAS,NOP,1,0,1.5289510229376742,2025-01-05T00:00:00Z
2025,15907927,2025-01-05T23:30:00Z,ORL,UTA,ORL,UTA,1,0,4.923138494032975,2025-01-05T00:00:00Z
2025,15907928,2025-01-06T00:00:00Z,HOU,LAL,LAL,HOU,0,1,2.8640598232595496,2025-01-06T00:00:00Z
