game_id,date,team_id,side,home_indicator,days_rest_team,days_rest_opp,rest_diff,back_to_back,orb_pct_approx,possessions_est_r10,pace_est_r10,tov_pct_r10,orb_pct_r10,ortg_r10,drtg_r10,netrtg_r10,efg_r10,ts_r10,ftr_r10,opp_ftr_r10,possessions_est_r30,pace_est_r30,tov_pct_r30,orb_pct_r30,ortg_r30,drtg_r30,netrtg_r30,efg_r30,ts_r30,ftr_r30,opp_ftr_r30
18447147,2025-12-05,BOS,home,1,1,1,0,True,False,96.436,96.436,0.11438041239834862,0.31688586724501183,127.073999499717,114.16900447377607,12.904995025940945,0.5939110799341103,0.6200287943397738,0.22016603997983028,0.27333979841299316,98.03636363636362,98.03636363636362,0.1114486965408832,0.29809808613755634,119.17806166429813,112.52149330037255,6.656568363925547,0.5548057626511927,0.5824473497226244,0.21182836851722397,0.3113310932911631
18447147,2025-12-05,LAL,away,0,1,1,0,True,False,100.58399999999999,100.58399999999999,0.14687291694011953,0.24608549949853745,120.06253264257877,113.73273026622454,6.32980237635425,0.5892526427746482,0.6327801510374194,0.34640618116882205,0.22095206767656847,100.91619047619047,100.91619047619047,0.14975559280419976,0.24860044914018334,118.39597338892357,114.24600920274328,4.149964186180318,0.5834031725847945,0.6262567382353685,0.34547352367861495,0.2555517347876438
18447148,2025-12-05,ORL,home,1,2,2,0,False,False,104.256,104.256,0.11727796040131384,0.26568186221857165,117.45029905655579,109.95776979105942,7.492529265496354,0.5447684048378652,0.5902081220533889,0.30063377607601005,0.27977397313981983,103.39090909090909,103.39090909090909,0.13787795375477588,0.2776985087099936,115.43500919248066,110.70031198599132,4.734697206489329,0.5401690520797666,0.5898502848248174,0.34809807476470606,0.2908476982985047
18447148,2025-12-05,MIA,away,0,2,2,0,False,False,106.94000000000001,106.94000000000001,0.11713413430456099,0.2672052320596304,114.15277851720653,108.58754333950131,5.565235177705209,0.5308977898758713,0.5695463663196338,0.2735576296989385,0.23057604485226504,107.96727272727274,107.96727272727274,0.1280052767630568,0.23223261429147063,114.32725506028865,109.47019431665845,4.857060743630235,0.5509089210185171,0.5889772016077907,0.27519790105383585,0.2488339999779645
18447149,2025-12-05,ATL,home,1,2,2,0,False,False,103.97999999999999,103.97999999999999,0.1370761770535525,0.21267416369160555,112.08426520260596,114.43439071864705,-2.3501255160410834,0.5637653283390394,0.588421664147876,0.21277948041190803,0.27187194258688185,103.43130434782607,103.43130434782607,0.1366059183127253,0.21954808315598848,112.98129578520579,111.60843314408987,1.3728626411159315,0.5600149310955648,0.591769275671198,0.25677774506114537,0.2784627103084381
18447149,2025-12-05,DEN,away,0,2,2,0,False,False,100.15599999999999,100.15599999999999,0.13027966297147284,0.2758356512524799,125.73279041856105,120.07388358221674,5.658906836344341,0.6078559221564148,0.6441877804669034,0.2901031113634647,0.2534329205328656,100.9657142857143,100.9657142857143,0.12797149983187822,0.2816002615079287,124.12865182601738,114.24294450071706,9.885707325300292,0.5915768141588725,0.6320070784312039,0.29466245226598897,0.2689812875267744
18447150,2025-12-05,CLE,home,1,2,2,0,False,False,100.832,100.832,0.1295002147627073,0.24998640510618744,114.31279859602473,111.46275862964004,2.8500399663846965,0.5543435283150522,0.5838924536673259,0.25930249393240823,0.32847177712360925,103.72000000000001,103.72000000000001,0.12797449382082812,0.26364265300815715,114.79761463625552,112.29637817119368,2.501236465061846,0.5467198629307845,0.5805439971116211,0.2744431508031074,0.3132771003840747
18447150,2025-12-05,SAS,away,0,2,2,0,False,False,100.97999999999999,100.97999999999999,0.12266298448069399,0.24873607475687315,117.30031023584016,112.54081152994115,4.759498705898984,0.5536904074966487,0.5947645948950931,0.27659135681299485,0.21362948275408283,101.52000000000001,101.52000000000001,0.13996212635687055,0.2697545928125997,117.23637371385891,110.83480619745986,6.401567516399111,0.5645163066512492,0.6043978532353625,0.30314807238753705,0.25452824119594625
18447151,2025-12-05,DET,home,1,2,2,0,False,False,103.324,103.324,0.15805322454429171,0.29718720243267205,114.34298494566835,111.16104851008947,3.181936435578842,0.5579478391003921,0.5955772407688092,0.3109043957084042,0.2860919895640424,103.64363636363636,103.64363636363636,0.14732362974760335,0.30447609630572225,114.23210172821851,109.40067751550049,4.831424212718034,0.5462766876001579,0.5826846024499414,0.3120896207883692,0.32844206225643363
18447151,2025-12-05,POR,away,0,2,2,0,False,False,105.05199999999999,105.05199999999999,0.14620139191234277,0.3211307553350378,110.38766428193712,115.38569025213303,-4.9980259701958945,0.5055579000704713,0.5508889263257204,0.34029792018399563,0.27244448951389977,105.55454545454545,105.55454545454545,0.14716495524261713,0.3104858544841895,112.32302241168117,115.51564826142939,-3.1926258497482127,0.5212610541464309,0.5668956505634708,0.3146571176352176,0.30321483405141214
